Data;Cod articol;Denumire articol;Locatie sursa;Locatie destinatie;Palet sursa;Palet destinatie;Numar comanda;Depozit;Partener;Tip operatiune;Cantitate;Persoana;Cod-motiv;Document intrare;Document comanda;Lot;UM;Proprietar;Detalii
13/04/2026 13:58:14;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030348_AE;Depozit Principal;;Ajustare negativa;-52.5;Adrian Oprea;PRODUCTION-IN;0030348_AE;0030348_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030348_AE
13/04/2026 13:59:56;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030350_AE;Depozit Principal;;Ajustare negativa;-510;Adrian Oprea;PRODUCTION-IN;0030350_AE;0030350_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030350_AE
13/04/2026 13:59:58;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030350_AE;Depozit Principal;;Ajustare negativa;-63;Adrian Oprea;PRODUCTION-IN;0030350_AE;0030350_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030350_AE
13/04/2026 13:31:01;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030352_AE;Depozit Principal;;Ajustare negativa;-15.75;Adrian Oprea;PRODUCTION-IN;0030352_AE;0030352_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030352_AE
13/04/2026 16:39:31;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030359_AE;Depozit Principal;;Ajustare negativa;-132.3;Adrian Oprea;PRODUCTION-IN;0030359_AE;0030359_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030359_AE
13/04/2026 12:32:33;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030365_DC;Depozit Principal;;Ajustare negativa;-42;Adrian Oprea;PRODUCTION-IN;0030365_DC;0030365_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030365_DC
13/04/2026 12:36:10;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030367_DC;Depozit Principal;;Ajustare negativa;-94.5;Adrian Oprea;PRODUCTION-IN;0030367_DC;0030367_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030367_DC
13/04/2026 16:49:27;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030369_AE;Depozit Principal;;Ajustare negativa;-57.75;Adrian Oprea;PRODUCTION-IN;0030369_AE;0030369_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030369_AE
13/04/2026 16:52:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030371_AE;Depozit Principal;;Ajustare negativa;-68.25;Adrian Oprea;PRODUCTION-IN;0030371_AE;0030371_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030371_AE
13/04/2026 14:49:12;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030373_DC;Depozit Principal;;Ajustare negativa;-73.5;Adrian Oprea;PRODUCTION-IN;0030373_DC;0030373_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030373_DC
13/04/2026 14:23:55;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030375_DC;Depozit Principal;;Ajustare negativa;-380;Adrian Oprea;PRODUCTION-IN;0030375_DC;0030375_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030375_DC
13/04/2026 16:54:26;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030377_AE;Depozit Principal;;Ajustare negativa;-703;Adrian Oprea;PRODUCTION-IN;0030377_AE;0030377_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030377_AE
13/04/2026 14:58:57;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030379_DC;Depozit Principal;;Ajustare negativa;-266;Adrian Oprea;PRODUCTION-IN;0030379_DC;0030379_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030379_DC
13/04/2026 16:55:02;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030381_AE;Depozit Principal;;Ajustare negativa;-518;Adrian Oprea;PRODUCTION-IN;0030381_AE;0030381_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030381_AE
13/04/2026 16:55:45;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030383_AE;Depozit Principal;;Ajustare negativa;-592;Adrian Oprea;PRODUCTION-IN;0030383_AE;0030383_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030383_AE
13/04/2026 15:24:40;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030385_AE;Depozit Principal;;Ajustare negativa;-172.2;Adrian Oprea;PRODUCTION-IN;0030385_AE;0030385_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030385_AE
13/04/2026 15:39:10;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030387_DC;Depozit Principal;;Ajustare negativa;-380;Adrian Oprea;PRODUCTION-IN;0030387_DC;0030387_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030387_DC
13/04/2026 16:56:58;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030389_AE;Depozit Principal;;Ajustare negativa;-310.8;Adrian Oprea;PRODUCTION-IN;0030389_AE;0030389_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030389_AE
13/04/2026 16:13:48;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030391_DC;Depozit Principal;;Ajustare negativa;-285;Adrian Oprea;PRODUCTION-IN;0030391_DC;0030391_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030391_DC
13/04/2026 16:58:08;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030393_AE;Depozit Principal;;Ajustare negativa;-814;Adrian Oprea;PRODUCTION-IN;0030393_AE;0030393_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030393_AE
13/04/2026 17:06:59;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030395_DC;Depozit Principal;;Ajustare negativa;-570;Adrian Oprea;PRODUCTION-IN;0030395_DC;0030395_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030395_DC
13/04/2026 17:16:06;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030401_AE;Depozit Principal;;Ajustare negativa;-85.68;MIHAI MIHALACHE;PRODUCTION-IN;0030401_AE;0030401_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030401_AE
13/04/2026 17:21:29;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030403_DC;Depozit Principal;;Ajustare negativa;-35.7;MIHAI MIHALACHE;PRODUCTION-IN;0030403_DC;0030403_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030403_DC
13/04/2026 17:24:30;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030405_AE;Depozit Principal;;Ajustare negativa;-35.7;MIHAI MIHALACHE;PRODUCTION-IN;0030405_AE;0030405_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030405_AE
13/04/2026 17:32:28;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030407_DC;Depozit Principal;;Ajustare negativa;-25.5;MIHAI MIHALACHE;PRODUCTION-IN;0030407_DC;0030407_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030407_DC
13/04/2026 17:46:45;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030409_AE;Depozit Principal;;Ajustare negativa;-40.8;MIHAI MIHALACHE;PRODUCTION-IN;0030409_AE;0030409_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030409_AE
13/04/2026 18:12:49;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030412_DC;Depozit Principal;;Ajustare negativa;-21.42;MIHAI MIHALACHE;PRODUCTION-IN;0030412_DC;0030412_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030412_DC
13/04/2026 18:26:45;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030416_DC;Depozit Principal;;Ajustare negativa;-399;MIHAI MIHALACHE;PRODUCTION-IN;0030416_DC;0030416_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030416_DC
13/04/2026 18:43:34;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030419_DC;Depozit Principal;;Ajustare negativa;-237.5;MIHAI MIHALACHE;PRODUCTION-IN;0030419_DC;0030419_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030419_DC
13/04/2026 18:52:55;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030421_DC;Depozit Principal;;Ajustare negativa;-42.84;MIHAI MIHALACHE;PRODUCTION-IN;0030421_DC;0030421_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030421_DC
13/04/2026 19:12:48;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030423_DC;Depozit Principal;;Ajustare negativa;-42.84;MIHAI MIHALACHE;PRODUCTION-IN;0030423_DC;0030423_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030423_DC
13/04/2026 19:52:28;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030425_DC;Depozit Principal;;Ajustare negativa;-571.2;MIHAI MIHALACHE;PRODUCTION-IN;0030425_DC;0030425_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030425_DC
13/04/2026 19:55:16;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030427_DC;Depozit Principal;;Ajustare negativa;-272;MIHAI MIHALACHE;PRODUCTION-IN;0030427_DC;0030427_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030427_DC
13/04/2026 19:58:27;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030429_DC;Depozit Principal;;Ajustare negativa;-51;MIHAI MIHALACHE;PRODUCTION-IN;0030429_DC;0030429_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030429_DC
13/04/2026 20:00:48;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030431_DC;Depozit Principal;;Ajustare negativa;-20.4;MIHAI MIHALACHE;PRODUCTION-IN;0030431_DC;0030431_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030431_DC
13/04/2026 20:22:12;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030433_DC;Depozit Principal;;Ajustare negativa;-20.4;MIHAI MIHALACHE;PRODUCTION-IN;0030433_DC;0030433_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030433_DC
13/04/2026 20:25:42;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030435_DC;Depozit Principal;;Ajustare negativa;-15.3;MIHAI MIHALACHE;PRODUCTION-IN;0030435_DC;0030435_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030435_DC
13/04/2026 20:28:01;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030437_DC;Depozit Principal;;Ajustare negativa;-340;MIHAI MIHALACHE;PRODUCTION-IN;0030437_DC;0030437_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030437_DC
13/04/2026 21:05:42;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030439_DC;Depozit Principal;;Ajustare negativa;-5.1;MIHAI MIHALACHE;PRODUCTION-IN;0030439_DC;0030439_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030439_DC
13/04/2026 21:49:46;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030441_AE;Depozit Principal;;Ajustare negativa;-51;MIHAI MIHALACHE;PRODUCTION-IN;0030441_AE;0030441_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030441_AE
13/04/2026 22:01:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030444_AE;Depozit Principal;;Ajustare negativa;-40.8;MIHAI MIHALACHE;PRODUCTION-IN;0030444_AE;0030444_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030444_AE
13/04/2026 22:20:56;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030447_FL;Depozit Principal;;Ajustare negativa;-10;MIHAI MIHALACHE;PRODUCTION-IN;0030447_FL;0030447_FL;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: FILETARE 0030447_FL
13/04/2026 22:46:18;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030449_AE;Depozit Principal;;Ajustare negativa;-765;MIHAI MIHALACHE;PRODUCTION-IN;0030449_AE;0030449_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030449_AE
13/04/2026 22:46:19;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030449_AE;Depozit Principal;;Ajustare negativa;-94.5;MIHAI MIHALACHE;PRODUCTION-IN;0030449_AE;0030449_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030449_AE
13/04/2026 23:21:00;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030451_AE;Depozit Principal;;Ajustare negativa;-595;MIHAI MIHALACHE;PRODUCTION-IN;0030451_AE;0030451_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030451_AE
13/04/2026 23:21:02;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030451_AE;Depozit Principal;;Ajustare negativa;-73.5;MIHAI MIHALACHE;PRODUCTION-IN;0030451_AE;0030451_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030451_AE
14/04/2026 00:35:04;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030454_AE;Depozit Principal;;Ajustare negativa;-444;MIHAI MIHALACHE;PRODUCTION-IN;0030454_AE;0030454_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030454_AE
14/04/2026 01:39:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030456_AE;Depozit Principal;;Ajustare negativa;-94.5;MIHAI MIHALACHE;PRODUCTION-IN;0030456_AE;0030456_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030456_AE
14/04/2026 01:13:59;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030458_AE;Depozit Principal;;Ajustare negativa;-73.5;MIHAI MIHALACHE;PRODUCTION-IN;0030458_AE;0030458_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030458_AE
14/04/2026 01:19:34;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030460_DC;Depozit Principal;;Ajustare negativa;-136;MIHAI MIHALACHE;PRODUCTION-IN;0030460_DC;0030460_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030460_DC
14/04/2026 01:47:38;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030462_EV;Depozit Principal;;Ajustare negativa;-9.45;MIHAI MIHALACHE;PRODUCTION-IN;0030462_EV;0030462_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030462_EV
14/04/2026 01:51:01;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030464_DC;Depozit Principal;;Ajustare negativa;-340;MIHAI MIHALACHE;PRODUCTION-IN;0030464_DC;0030464_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030464_DC
14/04/2026 01:53:43;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030466_EV;Depozit Principal;;Ajustare negativa;-47.5;MIHAI MIHALACHE;PRODUCTION-IN;0030466_EV;0030466_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030466_EV
14/04/2026 07:31:17;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030470_AE;Depozit Principal;;Ajustare negativa;-7.35;Adrian Oprea;PRODUCTION-IN;0030470_AE;0030470_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030470_AE
14/04/2026 09:51:34;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030474_DC;Depozit Principal;;Ajustare negativa;-94.5;Adrian Oprea;PRODUCTION-IN;0030474_DC;0030474_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030474_DC
14/04/2026 12:22:14;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030476_DC;Depozit Principal;;Ajustare negativa;-508.8;Adrian Oprea;PRODUCTION-IN;0030476_DC;0030476_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030476_DC
14/04/2026 09:53:53;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030478_DC;Depozit Principal;;Ajustare negativa;-84;Adrian Oprea;PRODUCTION-IN;0030478_DC;0030478_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030478_DC
14/04/2026 12:19:21;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030484_DC;Depozit Principal;;Ajustare negativa;-198.4;Adrian Oprea;PRODUCTION-IN;0030484_DC;0030484_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030484_DC
14/04/2026 11:56:10;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030486_DC;Depozit Principal;;Ajustare negativa;-16;Adrian Oprea;PRODUCTION-IN;0030486_DC;0030486_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030486_DC
14/04/2026 11:59:33;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030488_DC;Depozit Principal;;Ajustare negativa;-124.8;Adrian Oprea;PRODUCTION-IN;0030488_DC;0030488_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030488_DC
14/04/2026 13:30:47;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030494_DC;Depozit Principal;;Ajustare negativa;-123.9;Adrian Oprea;PRODUCTION-IN;0030494_DC;0030494_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030494_DC
14/04/2026 13:36:54;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030496_DC;Depozit Principal;;Ajustare negativa;-153.3;Adrian Oprea;PRODUCTION-IN;0030496_DC;0030496_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030496_DC
14/04/2026 13:38:46;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030498_DC;Depozit Principal;;Ajustare negativa;-52.5;Adrian Oprea;PRODUCTION-IN;0030498_DC;0030498_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030498_DC
14/04/2026 13:22:29;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030503_DC;Depozit Principal;;Ajustare negativa;-183.75;Adrian Oprea;PRODUCTION-IN;0030503_DC;0030503_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030503_DC
14/04/2026 14:01:15;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030500_AE;Depozit Principal;;Ajustare negativa;-32.55;Adrian Oprea;PRODUCTION-IN;0030500_AE;0030500_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030500_AE
14/04/2026 14:02:59;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030507_AE;Depozit Principal;;Ajustare negativa;-21;Adrian Oprea;PRODUCTION-IN;0030507_AE;0030507_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030507_AE
14/04/2026 13:58:30;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030510_DC;Depozit Principal;;Ajustare negativa;-50.4;Adrian Oprea;PRODUCTION-IN;0030510_DC;0030510_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030510_DC
14/04/2026 14:34:25;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030512_DC;Depozit Principal;;Ajustare negativa;-28.5;Adrian Oprea;PRODUCTION-IN;0030512_DC;0030512_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030512_DC
14/04/2026 14:47:53;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030513_AE;Depozit Principal;;Ajustare negativa;-855;Adrian Oprea;PRODUCTION-IN;0030513_AE;0030513_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030513_AE
14/04/2026 14:55:28;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030516_FL;Depozit Principal;;Ajustare negativa;-1073.5;Adrian Oprea;PRODUCTION-IN;0030516_FL;0030516_FL;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: FILETARE 0030516_FL
14/04/2026 15:11:23;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030518_AE;Depozit Principal;;Ajustare negativa;-444;MIHAI MIHALACHE;PRODUCTION-IN;0030518_AE;0030518_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030518_AE
14/04/2026 15:13:55;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030520_AE;Depozit Principal;;Ajustare negativa;-370;MIHAI MIHALACHE;PRODUCTION-IN;0030520_AE;0030520_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030520_AE
14/04/2026 15:22:25;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030525_EV;Depozit Principal;;Ajustare negativa;-38;MIHAI MIHALACHE;PRODUCTION-IN;0030525_EV;0030525_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030525_EV
14/04/2026 15:23:43;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030527_EV;Depozit Principal;;Ajustare negativa;-28.5;MIHAI MIHALACHE;PRODUCTION-IN;0030527_EV;0030527_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030527_EV
14/04/2026 15:25:44;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030529_EV;Depozit Principal;;Ajustare negativa;-38;MIHAI MIHALACHE;PRODUCTION-IN;0030529_EV;0030529_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030529_EV
14/04/2026 15:28:04;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030531_AE;Depozit Principal;;Ajustare negativa;-57;MIHAI MIHALACHE;PRODUCTION-IN;0030531_AE;0030531_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030531_AE
14/04/2026 15:30:05;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030533_EV;Depozit Principal;;Ajustare negativa;-57;MIHAI MIHALACHE;PRODUCTION-IN;0030533_EV;0030533_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030533_EV
14/04/2026 15:32:33;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030535_DC;Depozit Principal;;Ajustare negativa;-27;MIHAI MIHALACHE;PRODUCTION-IN;0030535_DC;0030535_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030535_DC
14/04/2026 15:43:26;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030537_DC;Depozit Principal;;Ajustare negativa;-35.7;MIHAI MIHALACHE;PRODUCTION-IN;0030537_DC;0030537_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030537_DC
